Subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Day-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_DAY_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Hour-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_HOUR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Month-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_MONTH_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Week-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_WEEK_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Year-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_YEAR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Day-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_DAY_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Hour-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_HOUR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Month-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_MONTH_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Week-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_WEEK_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Year-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_YEAR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Day-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_DAY_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Hour-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_HOUR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Month-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_MONTH_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Week-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_WEEK_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Year-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_YEAR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Day-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_DAY_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Hour-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_HOUR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Month-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_MONTH_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Week-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_WEEK_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Year-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_YEAR_FORECAST,,,para:hasEntityId,SV - GF,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Day-Forecast,para:Electric_Power_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Hour-Forecast,para:Electric_Power_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Month-Forecast,para:Electric_Power_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Week-Forecast,para:Electric_Power_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Demand_Year-Forecast,para:Electric_Power_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Day-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Hour-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Month-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Week-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Electrical-Virtual-Meter_Total-Elec-Consumption_Year-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:Elec_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Day-Forecast,para:Thermal_Power_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Hour-Forecast,para:Thermal_Power_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Month-Forecast,para:Thermal_Power_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Week-Forecast,para:Thermal_Power_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Demand_Year-Forecast,para:Thermal_Power_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Day-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Hour-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Month-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Week-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Ground-Floor_Thermal-Power-Virtual-Meter_CHW-Consumption_Year-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,brick:isPartOf,entity:CHW_Util,para:Util_Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Day-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Demand  Day Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Hour-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Demand  Hour Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Month-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Demand  Month Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Week-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Demand  Week Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Year-Forecast,para:Electric_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Demand  Year Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Day-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Consumption  Day Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Hour-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Consumption  Hour Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Month-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Consumption  Month Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Week-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Consumption  Week Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter,brick:Electrical_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Year-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 - Electricity Consumption  Year Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Day-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Demand Day Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Hour-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Demand Hour Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Month-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Demand Month Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Week-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Demand Week Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Year-Forecast,para:Thermal_Power_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Demand Year Forecast,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Day-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Consumption  Day Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Hour-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Consumption  Hour Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Month-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Consumption  Month Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Week-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Consumption  Week Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter,para:CHW_Meter,brick:hasPoint,entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Year-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,,,rdfs:label_en,Floor1 Total Chilled Water Thermal Consumption  Year Forecast,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Day-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_DAY_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Hour-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_HOUR_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Month-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_MONTH_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Week-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_WEEK_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Demand_Year-Forecast,para:Electric_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KW_CALC_YEAR_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Day-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_DAY_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Hour-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_HOUR_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Month-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_MONTH_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Week-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_WEEK_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Electrical-Virtual-Meter_Total-Elec-Consumption_Year-Forecast,para:Electrical_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ELEC_KWH_CALC_YEAR_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Day-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_DAY_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Hour-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_HOUR_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Month-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_MONTH_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Week-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_WEEK_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Demand_Year-Forecast,para:Thermal_Power_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CW_POWER_YEAR_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Day-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_DAY_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Hour-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_HOUR_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Month-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_MONTH_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
entity:Dar-Cairo_Floor-1_Thermal-Power-Virtual-Meter_CHW-Consumption_Week-Forecast,para:Thermal_Energy_Usage_Sensor_Forecast,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,CWPWR_KWTH_CALC_WEEK_FORECAST,,,para:hasEntityId,SV - F1,,,,,,,,,,,,,,,,,,,,
